GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A060PW62	Nkx2-1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	10116	InterPro		F
UniProtKB	A0A068JFJ9	ESR1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	10116	InterPro		F
UniProtKB	A0A068JIX3	ESR1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	10116	InterPro		F
UniProtKB	A0A075FKQ4	A0A075FKQ4	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029808	10116	InterPro		F
UniProtKB	A0A096MIW8	Mxd4	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104987|MGI:MGI:104991|PANTHER:PTN000239511|UniProtKB:P50539|UniProtKB:Q05195|UniProtKB:Q99583	10116	GO_Central		F
UniProtKB	A0A096MIW8	Mxd4	contributes_to	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	RGD:1312920	10116	RGD		F
UniProtKB	A0A096MIX7	Zic3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003002|FB:FBgn0039039|MGI:MGI:106676|MGI:MGI:106679|MGI:MGI:106683|MGI:MGI:1932535|PANTHER:PTN001803442|PomBase:SPAC6G10.12c|SGD:S000002553|SGD:S000003592|SGD:S000004121|UniProtKB:O60481|UniProtKB:Q14872	10116	GO_Central		F
UniProtKB	A0A096MIX7	Zic3	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000266	ISO	GO_REF:0000096	RGD:1347201	10116	RGD		F
UniProtKB	A0A096MIX7	Zic3	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000266	ISO	GO_REF:0000096	RGD:1557273	10116	RGD		F
UniProtKB	A0A096MIX7	Zic3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	RGD:1347201	10116	RGD		F
