GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A087WQC4	Taf6l	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	A0A2I3BPN6	Taf4	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010280|PANTHER:PTN000388601|UniProtKB:O00268	10090	GO_Central		F
UniProtKB	A0A2I3BPN6	Taf4	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O00268	10090	MGI		F
UniProtKB	A2AWT5	Ubtf	enables	GO:0001181	RNA polymerase I general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17480|ensembl:ENSP00000302640	10090	Ensembl		F
UniProtKB	B2RS91	Rrn3	enables	GO:0001181	RNA polymerase I general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000300504|PomBase:SPAC18G6.11c|SGD:S000001608	10090	GO_Central		F
UniProtKB	D3Z0T0	Taf6	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	D3Z4X5	Taf6	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	D3Z5H6	Taf6	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	E9QAP7	Taf4	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010280|PANTHER:PTN000388601|UniProtKB:O00268	10090	GO_Central		F
UniProtKB	E9QAP7	Taf4	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O00268	10090	MGI		F
UniProtKB	E9QAP7	Taf4	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O00268|ensembl:ENSP00000252996	10090	Ensembl		F
UniProtKB	E9QPK5	Snapc5	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75971|ensembl:ENSP00000319597	10090	Ensembl		F
UniProtKB	E9QPK5	Snapc5	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75971|ensembl:ENSP00000319597	10090	Ensembl		F
UniProtKB	F8VPY2	Taf5	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15542|ensembl:ENSP00000358854	10090	Ensembl		F
UniProtKB	G3X8S2	Brf1	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029529	10090	InterPro		F
UniProtKB	G5E8Z2	Taf4b	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010280|PANTHER:PTN000388601|UniProtKB:O00268	10090	GO_Central		F
UniProtKB	H3BJR2	Taf6l	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	H3BK01	Taf6l	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	K3W4L1	Taf6l	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	O70422	Gtf2h4	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q92759	10090	MGI		F
UniProtKB	O70422	Gtf2h4	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q92759|ensembl:ENSP00000259895	10090	Ensembl		F
UniProtKB	P25976	Ubtf	enables	GO:0001181	RNA polymerase I general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P17480	10090	MGI		F
UniProtKB	P29037	Tbp	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000013137|PomBase:SPAC29E6.08|UniProtKB:P20226|UniProtKB:P62380	10090	GO_Central		F
UniProtKB	P29037	Tbp	enables	GO:0140223	general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003687|FB:FBgn0010287|FB:FBgn0261793|PANTHER:PTN000013136|PomBase:SPAC29E6.08|RGD:67398|UniProtKB:P20226|UniProtKB:P62380	10090	GO_Central		F
UniProtKB	P29037	Tbp	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P20226	10090	UniProt		F
UniProtKB	P29037	Tbp	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P20226	10090	MGI		F
UniProtKB	P29037	Tbp	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	RGD:67398	10090	MGI		F
UniProtKB	P29037	Tbp	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P20226	10090	MGI		F
UniProtKB	P29037	Tbp	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20226|ensembl:ENSP00000230354	10090	Ensembl		F
UniProtKB	P29037	Tbp	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20226|ensembl:ENSP00000230354	10090	Ensembl		F
UniProtKB	P29037	Tbp	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q66HB1|ensembl:ENSRNOP00000002038	10090	Ensembl		F
UniProtKB	P35583	Foxa2	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000304	TAS	PMID:26494787		10090	MGI		F
UniProtKB	P62340	Tbpl1	enables	GO:0140223	general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003687|FB:FBgn0010287|FB:FBgn0261793|PANTHER:PTN000013136|PomBase:SPAC29E6.08|RGD:67398|UniProtKB:P20226|UniProtKB:P62380	10090	GO_Central		F
UniProtKB	P62340	Tbpl1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P62380	10090	MGI		F
UniProtKB	P62340	Tbpl1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P62380|ensembl:ENSP00000237264	10090	Ensembl		F
UniProtKB	P62915	Gtf2b	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000178621|PomBase:SPAC16E8.16|UniProtKB:Q00403	10090	GO_Central		F
UniProtKB	P62915	Gtf2b	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q00403	10090	MGI		F
UniProtKB	P62915	Gtf2b	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00403|ensembl:ENSP00000359531	10090	Ensembl		F
UniProtKB	Q3TE88	Gtf2a2	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P52657|ensembl:ENSP00000379372	10090	Ensembl		F
UniProtKB	Q3THK3	Gtf2f1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000313913|UniProtKB:P35269	10090	GO_Central		F
UniProtKB	Q3THK3	Gtf2f1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P35269	10090	MGI		F
UniProtKB	Q3THK3	Gtf2f1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35269|ensembl:ENSP00000377969	10090	Ensembl		F
UniProtKB	Q3ULN2	Gtf2b	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00403|ensembl:ENSP00000359531	10090	Ensembl		F
UniProtKB	Q3UWM6	Taf4	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010280|PANTHER:PTN000388601|UniProtKB:O00268	10090	GO_Central		F
UniProtKB	Q3UWM6	Taf4	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O00268	10090	MGI		F
UniProtKB	Q3UZB8	Gtf2h3	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q13889|ensembl:ENSP00000445162	10090	Ensembl		F
UniProtKB	Q542U3	Gtf2h4	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q92759|ensembl:ENSP00000259895	10090	Ensembl		F
UniProtKB	Q61458	Ccnh	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P51946	10090	MGI		F
UniProtKB	Q61458	Ccnh	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P51946|ensembl:ENSP00000256897	10090	Ensembl		F
UniProtKB	Q62311	Taf6	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010417|PANTHER:PTN000027265|UniProtKB:P49848	10090	GO_Central		F
UniProtKB	Q62311	Taf6	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037796	10090	InterPro		F
UniProtKB	Q62311	Taf6	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P49848	10090	MGI		F
UniProtKB	Q62311	Taf6	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P49848	10090	MGI		F
UniProtKB	Q6NZA9	Taf9b	contributes_to	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000617|PANTHER:PTN000249331	10090	GO_Central		F
UniProtKB	Q6PDZ2	Taf1c	enables	GO:0001181	RNA polymerase I general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15572	10090	MGI		F
UniProtKB	Q6PDZ2	Taf1c	enables	GO:0001181	RNA polymerase I general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15572|ensembl:ENSP00000455265	10090	Ensembl		F
UniProtKB	Q6PED6	Brf1	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029529	10090	InterPro		F
UniProtKB	Q6RI65	Tbp	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q66HB1|ensembl:ENSRNOP00000002038	10090	Ensembl		F
UniProtKB	Q6RI65	Tbp	enables	GO:0000995	RNA polymerase III general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20226|ensembl:ENSP00000230354	10090	Ensembl		F
UniProtKB	Q6RI65	Tbp	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20226|ensembl:ENSP00000230354	10090	Ensembl		F
UniProtKB	Q6SJ95	Tbpl2	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000013137|PomBase:SPAC29E6.08|UniProtKB:P20226|UniProtKB:P62380	10090	GO_Central		F
UniProtKB	Q6SJ95	Tbpl2	enables	GO:0140223	general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003687|FB:FBgn0010287|FB:FBgn0261793|PANTHER:PTN000013136|PomBase:SPAC29E6.08|RGD:67398|UniProtKB:P20226|UniProtKB:P62380	10090	GO_Central		F
UniProtKB	Q80UV9	Taf1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000356981|UniProtKB:P21675	10090	GO_Central		F
UniProtKB	Q80UV9	Taf1	enables	GO:0001181	RNA polymerase I general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P21675	10090	MGI		F
UniProtKB	Q80UV9	Taf1	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P21675	10090	MGI		F
UniProtKB	Q80ZM7	Gtf2a2	enables	GO:0016251	RNA polymerase II general transcription initiation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000103450|UniProtKB:P52657	10090	GO_Central		F
