GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024QYY4	BCL9	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D219|ensembl:ENSMUSP00000046152	9606	Ensembl		P
UniProtKB	A0A024QZ23	TFE3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2AEW1|ensembl:ENSMUSP00000076864	9606	Ensembl		P
UniProtKB	A0A024QZ75	THRAP1	involved_in	GO:0006357	regulation of transcription by RNA polymerase II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009401	9606	InterPro		P
UniProtKB	A0A024QZ86	TBX2	involved_in	GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60707|ensembl:ENSMUSP00000000095	9606	Ensembl		P
UniProtKB	A0A024QZ86	TBX2	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60707|ensembl:ENSMUSP00000000095	9606	Ensembl		P
UniProtKB	A0A024QZG3	ATF5	involved_in	GO:0006357	regulation of transcription by RNA polymerase II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029855	9606	InterPro		P
UniProtKB	A0A024QZG3	ATF5	involved_in	GO:0006357	regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70191|ensembl:ENSMUSP00000047771	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024R029	ABT1	involved_in	GO:0006357	regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QYL7|ensembl:ENSMUSP00000045888	9606	Ensembl		P
UniProtKB	A0A024R087	hCG_36935	involved_in	GO:0006357	regulation of transcription by RNA polymerase II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027758	9606	InterPro		P
UniProtKB	A0A024R0B9	C1orf62	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000366	IEA	GO_REF:0000108	GO:0001228	9606	GOC		P
