GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A075F882	Hsf1	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00613|ensembl:ENSP00000431512	10090	Ensembl		F
UniProtKB	A0A087WPA7	Myb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10242|ensembl:ENSP00000339992	10090	Ensembl		F
UniProtKB	A0A087WSP5	Stat1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42224|ensembl:ENSP00000354394	10090	Ensembl		F
UniProtKB	A0A0A0MQ69	Atf6b	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99941|ensembl:ENSP00000364349	10090	Ensembl		F
UniProtKB	A0A0A0MQ91	Gm28230	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002518650|UniProtKB:P09016	10090	GO_Central		F
UniProtKB	A0A0A0MQN6	Crx	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43186|ensembl:ENSP00000221996	10090	Ensembl		F
UniProtKB	A0A0A6YVV5	Fubp3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10090	MGI		F
UniProtKB	A0A0A6YW42	Fubp3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10090	MGI		F
UniProtKB	A0A0A6YWE3	Plagl1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9UM63	10090	MGI		F
UniProtKB	A0A0A6YX76	Fubp3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10090	MGI		F
UniProtKB	A0A0A6YY39	Fubp3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10090	MGI		F
